,Country,Gender,Age,Year,Population
14813,Paraguay,Total,55-64,2007,18038.0
14816,Paraguay,Total,65+,2007,10453.0
14819,Paraguay,Male,Total,2007,77627.0
14823,Paraguay,Male,15-24,2007,10750.0
14826,Paraguay,Male,25-54,2007,50293.0
14830,Paraguay,Male,55-64,2007,10595.0
14833,Paraguay,Male,65+,2007,5989.0
14836,Paraguay,Female,Total,2007,68927.0
14840,Paraguay,Female,15-24,2007,12140.0
14844,Paraguay,Female,25-54,2007,44880.0
14847,Paraguay,Female,55-64,2007,7443.0
14850,Paraguay,Female,65+,2007,4464.0
14853,Paraguay,Total,15+,2006,135120.0
14857,Paraguay,Total,15-64,2006,123063.0
14860,Paraguay,Total,15-24,2006,19896.0
14863,Paraguay,Total,25+,2006,115224.0
14867,Paraguay,Male,15+,2006,68985.0
14871,Paraguay,Male,15-64,2006,64022.00000000001
14874,Paraguay,Male,15-24,2006,9192.0
14877,Paraguay,Male,25+,2006,59793.0
14881,Paraguay,Female,15+,2006,66135.0
14885,Paraguay,Female,15-64,2006,59041.0
14888,Paraguay,Female,15-24,2006,10704.0
14891,Paraguay,Female,25+,2006,55431.0
14895,Paraguay,Total,Total,2006,135120.0
14899,Paraguay,Total,15-24,2006,19896.0
14902,Paraguay,Total,25-54,2006,89169.0
14906,Paraguay,Total,55-64,2006,13998.0
14909,Paraguay,Total,65+,2006,12057.0
14913,Paraguay,Male,Total,2006,68985.0
14917,Paraguay,Male,15-24,2006,9192.0
14920,Paraguay,Male,25-54,2006,45288.0
14924,Paraguay,Male,55-64,2006,9542.0
14927,Paraguay,Male,65+,2006,4963.0
14930,Paraguay,Female,Total,2006,66135.0
14934,Paraguay,Female,15-24,2006,10704.0
14937,Paraguay,Female,25-54,2006,43881.0
14941,Paraguay,Female,55-64,2006,4456.0
14944,Paraguay,Female,65+,2006,7094.0
14948,Paraguay,Total,15+,2005,162861.0
14952,Paraguay,Total,15-64,2005,145250.0
14955,Paraguay,Total,15-24,2005,18289.0
14958,Paraguay,Total,25+,2005,144572.0
14962,Paraguay,Male,15+,2005,86784.0
14966,Paraguay,Male,15-64,2005,77667.0
14969,Paraguay,Male,15-24,2005,8256.0
14972,Paraguay,Male,25+,2005,78528.0
14976,Paraguay,Female,15+,2005,76077.0
14980,Paraguay,Female,15-64,2005,67583.0
14983,Paraguay,Female,15-24,2005,10033.0
14986,Paraguay,Female,25+,2005,66044.0
14990,Paraguay,Total,Total,2005,162861.0
14994,Paraguay,Total,15-24,2005,18289.0
14997,Paraguay,Total,25-54,2005,113788.0
15001,Paraguay,Total,55-64,2005,13173.0
15004,Paraguay,Total,65+,2005,17611.0
15008,Paraguay,Male,Total,2005,86784.0
15012,Paraguay,Male,15-24,2005,8256.0
15015,Paraguay,Male,25-54,2005,61516.0
15019,Paraguay,Male,55-64,2005,7895.0
15022,Paraguay,Male,65+,2005,9117.0
15025,Paraguay,Female,Total,2005,76077.0
15029,Paraguay,Female,15-24,2005,10033.0
15032,Paraguay,Female,25-54,2005,52272.0
15036,Paraguay,Female,55-64,2005,5278.0
15039,Paraguay,Female,65+,2005,8494.0
15043,Paraguay,Total,15+,2004,162602.0
15047,Paraguay,Total,15-64,2004,152836.0
15050,Paraguay,Total,15-24,2004,25351.0
15053,Paraguay,Total,25+,2004,137251.0
15057,Paraguay,Male,15+,2004,84299.0
15061,Paraguay,Male,15-64,2004,80154.0
15064,Paraguay,Male,15-24,2004,12873.0
15067,Paraguay,Male,25+,2004,71426.0
15071,Paraguay,Female,15+,2004,78303.0
15075,Paraguay,Female,15-64,2004,72682.0
15078,Paraguay,Female,15-24,2004,12478.0
15081,Paraguay,Female,25+,2004,65825.0
15085,Paraguay,Total,Total,2004,162602.0
15089,Paraguay,Total,15-24,2004,25351.0
15092,Paraguay,Total,25-54,2004,112355.0
15096,Paraguay,Total,55-64,2004,15130.0
15100,Paraguay,Total,65+,2004,9766.0
15103,Paraguay,Male,Total,2004,84299.0
15107,Paraguay,Male,15-24,2004,12873.0
15110,Paraguay,Male,25-54,2004,56468.0
15114,Paraguay,Male,55-64,2004,10813.0
15117,Paraguay,Male,65+,2004,4145.0
15120,Paraguay,Female,Total,2004,78303.0
15124,Paraguay,Female,15-24,2004,12478.0
15127,Paraguay,Female,25-54,2004,55887.0
15131,Paraguay,Female,55-64,2004,4317.0
15135,Paraguay,Female,65+,2004,5621.0
15138,Paraguay,Total,15+,2003,176482.0
15142,Paraguay,Total,15-64,2003,164355.0
15145,Paraguay,Total,15-24,2003,29960.0
15148,Paraguay,Total,25+,2003,146522.0
15152,Paraguay,Male,15+,2003,90961.0
15156,Paraguay,Male,15-64,2003,85453.0
15159,Paraguay,Male,15-24,2003,14896.0
15162,Paraguay,Male,25+,2003,76065.0
15166,Paraguay,Female,15+,2003,85521.0
15170,Paraguay,Female,15-64,2003,78902.0
15173,Paraguay,Female,15-24,2003,15064.0
15176,Paraguay,Female,25+,2003,70457.0
15180,Paraguay,Total,Total,2003,176482.0
15184,Paraguay,Total,15-24,2003,29960.0
15187,Paraguay,Total,25-54,2003,116540.0
15191,Paraguay,Total,55-64,2003,17855.0
15194,Paraguay,Total,65+,2003,12127.0
