,Country,Gender,Age,Year,Population
16724,Uruguay,Total,65+,2017,19606.0
16727,Uruguay,Male,Total,2017,32824.0
16730,Uruguay,Male,15-24,2017,4018.0
16733,Uruguay,Male,25-54,2017,18521.0
16736,Uruguay,Male,55-64,2017,2516.0
16739,Uruguay,Male,65+,2017,7769.0
16742,Uruguay,Female,Total,2017,39025.0
16745,Uruguay,Female,15-24,2017,3846.0
16748,Uruguay,Female,25-54,2017,19986.0
16751,Uruguay,Female,55-64,2017,3356.0
16754,Uruguay,Female,65+,2017,11837.0
16757,Uruguay,Total,15+,2016,68471.0
16760,Uruguay,Total,15-64,2016,46705.0
16763,Uruguay,Total,15-24,2016,7234.0
16766,Uruguay,Total,25+,2016,61237.0
16769,Uruguay,Male,15+,2016,30432.0
16772,Uruguay,Male,15-64,2016,21579.0
16775,Uruguay,Male,15-24,2016,3521.0
16778,Uruguay,Male,25+,2016,26911.0
16781,Uruguay,Female,15+,2016,38039.0
16784,Uruguay,Female,15-64,2016,25126.0
16787,Uruguay,Female,15-24,2016,3713.0
16790,Uruguay,Female,25+,2016,34326.0
16793,Uruguay,Total,Total,2016,68471.0
16796,Uruguay,Total,15-24,2016,7234.0
16799,Uruguay,Total,25-54,2016,33282.0
16802,Uruguay,Total,55-64,2016,6189.0
16805,Uruguay,Total,65+,2016,21766.0
16808,Uruguay,Male,Total,2016,30432.0
16811,Uruguay,Male,15-24,2016,3521.0
16814,Uruguay,Male,25-54,2016,14991.0
16817,Uruguay,Male,55-64,2016,3067.0
16820,Uruguay,Male,65+,2016,8853.0
16823,Uruguay,Female,Total,2016,38039.0
16826,Uruguay,Female,15-24,2016,3713.0
16829,Uruguay,Female,25-54,2016,18291.0
16832,Uruguay,Female,55-64,2016,3122.0
16835,Uruguay,Female,65+,2016,12913.0
16838,Uruguay,Total,15+,2015,70061.0
16841,Uruguay,Total,15-64,2015,47380.0
16844,Uruguay,Total,15-24,2015,7101.0
16847,Uruguay,Total,25+,2015,62960.0
16850,Uruguay,Male,15+,2015,32207.0
16853,Uruguay,Male,15-64,2015,22869.0
16856,Uruguay,Male,15-24,2015,3716.0
16859,Uruguay,Male,25+,2015,28491.0
16862,Uruguay,Female,15+,2015,37854.0
16865,Uruguay,Female,15-64,2015,24511.0
16868,Uruguay,Female,15-24,2015,3385.0
16871,Uruguay,Female,25+,2015,34469.0
16874,Uruguay,Total,Total,2015,70061.0
16877,Uruguay,Total,15-24,2015,7101.0
16880,Uruguay,Total,25-54,2015,33693.0
16883,Uruguay,Total,55-64,2015,6586.0
16886,Uruguay,Total,65+,2015,22681.0
16889,Uruguay,Male,Total,2015,32207.0
16892,Uruguay,Male,15-24,2015,3716.0
16895,Uruguay,Male,25-54,2015,15976.0
16898,Uruguay,Male,55-64,2015,3177.0
16901,Uruguay,Male,65+,2015,9338.0
16904,Uruguay,Female,Total,2015,37854.0
16907,Uruguay,Female,15-24,2015,3385.0
16910,Uruguay,Female,25-54,2015,17717.0
16913,Uruguay,Female,55-64,2015,3409.0
16916,Uruguay,Female,65+,2015,13343.0
16919,Uruguay,Total,15+,2014,66522.0
16922,Uruguay,Total,15-64,2014,45436.0
16925,Uruguay,Total,15-24,2014,7245.0
16928,Uruguay,Total,25+,2014,59277.0
16931,Uruguay,Male,15+,2014,29479.0
16934,Uruguay,Male,15-64,2014,21084.0
16937,Uruguay,Male,15-24,2014,3402.0
16940,Uruguay,Male,25+,2014,26077.0
16943,Uruguay,Female,15+,2014,37043.0
16946,Uruguay,Female,15-64,2014,24352.0
16949,Uruguay,Female,15-24,2014,3843.0
16952,Uruguay,Female,25+,2014,33200.0
16955,Uruguay,Total,Total,2014,66522.0
16958,Uruguay,Total,15-24,2014,7245.0
16961,Uruguay,Total,25-54,2014,31255.0
16964,Uruguay,Total,55-64,2014,6936.0
16967,Uruguay,Total,65+,2014,21086.0
16970,Uruguay,Male,Total,2014,29479.0
16973,Uruguay,Male,15-24,2014,3402.0
16976,Uruguay,Male,25-54,2014,14576.0
16979,Uruguay,Male,55-64,2014,3106.0
16982,Uruguay,Male,65+,2014,8395.0
16985,Uruguay,Female,Total,2014,37043.0
16988,Uruguay,Female,15-24,2014,3843.0
16991,Uruguay,Female,25-54,2014,16679.0
16994,Uruguay,Female,55-64,2014,3830.0
16997,Uruguay,Female,65+,2014,12691.0
17000,Uruguay,Total,15+,2013,66500.0
17003,Uruguay,Total,15-64,2013,41546.0
17006,Uruguay,Total,15-24,2013,6574.0
17009,Uruguay,Total,25+,2013,59926.0
17012,Uruguay,Male,15+,2013,30070.0
17015,Uruguay,Male,15-64,2013,18946.0
17018,Uruguay,Male,15-24,2013,2963.0
17021,Uruguay,Male,25+,2013,27107.0
17024,Uruguay,Female,15+,2013,36430.0
17027,Uruguay,Female,15-64,2013,22600.0
17030,Uruguay,Female,15-24,2013,3611.0
17033,Uruguay,Female,25+,2013,32819.0
17036,Uruguay,Total,Total,2013,66500.0
17039,Uruguay,Total,15-24,2013,6574.0
17042,Uruguay,Total,25-54,2013,28122.0
17045,Uruguay,Total,55-64,2013,6850.0
17048,Uruguay,Total,65+,2013,24954.0
17051,Uruguay,Male,Total,2013,30070.0
17054,Uruguay,Male,15-24,2013,2963.0
17057,Uruguay,Male,25-54,2013,13115.0
17060,Uruguay,Male,55-64,2013,2868.0
17063,Uruguay,Male,65+,2013,11124.0
17066,Uruguay,Female,Total,2013,36430.0
17069,Uruguay,Female,15-24,2013,3611.0
17072,Uruguay,Female,25-54,2013,15007.0
17075,Uruguay,Female,55-64,2013,3982.0
17078,Uruguay,Female,65+,2013,13830.0
17081,Uruguay,Total,15+,2012,66614.0
17084,Uruguay,Total,15-64,2012,43831.0
17087,Uruguay,Total,15-24,2012,7702.0
17090,Uruguay,Total,25+,2012,58912.0
17093,Uruguay,Male,15+,2012,29227.0
17096,Uruguay,Male,15-64,2012,19696.0
17099,Uruguay,Male,15-24,2012,3811.0
17102,Uruguay,Male,25+,2012,25416.0
17105,Uruguay,Female,15+,2012,37387.0
17108,Uruguay,Female,15-64,2012,24135.0
17111,Uruguay,Female,15-24,2012,3891.0
17114,Uruguay,Female,25+,2012,33496.0
17117,Uruguay,Total,Total,2012,66614.0
17120,Uruguay,Total,15-24,2012,7702.0
17123,Uruguay,Total,25-54,2012,28348.0
17126,Uruguay,Total,55-64,2012,7781.0
17129,Uruguay,Total,65+,2012,22783.0
17132,Uruguay,Male,Total,2012,29227.0
17135,Uruguay,Male,15-24,2012,3811.0
17138,Uruguay,Male,25-54,2012,12704.0
17141,Uruguay,Male,55-64,2012,3181.0
17144,Uruguay,Male,65+,2012,9531.0
17147,Uruguay,Female,Total,2012,37387.0
17150,Uruguay,Female,15-24,2012,3891.0
17153,Uruguay,Female,25-54,2012,15644.0
17156,Uruguay,Female,55-64,2012,4600.0
17159,Uruguay,Female,65+,2012,13252.0
17162,Uruguay,Total,15+,2011,65116.0
17165,Uruguay,Total,15-64,2011,41411.0
17168,Uruguay,Total,15-24,2011,8677.0
17171,Uruguay,Total,25+,2011,56439.0
17174,Uruguay,Male,15+,2011,29162.0
17177,Uruguay,Male,15-64,2011,19220.0
17180,Uruguay,Male,15-24,2011,4251.0
17183,Uruguay,Male,25+,2011,24911.0
17186,Uruguay,Female,15+,2011,35954.0
17189,Uruguay,Female,15-64,2011,22191.0
17192,Uruguay,Female,15-24,2011,4426.0
17195,Uruguay,Female,25+,2011,31528.0
17198,Uruguay,Total,Total,2011,65116.0
17201,Uruguay,Total,15-24,2011,8677.0
17204,Uruguay,Total,25-54,2011,24865.0
17207,Uruguay,Total,55-64,2011,7869.0
17210,Uruguay,Total,65+,2011,23705.0
17213,Uruguay,Male,Total,2011,29162.0
17216,Uruguay,Male,15-24,2011,4251.0
17219,Uruguay,Male,25-54,2011,11559.0
17222,Uruguay,Male,55-64,2011,3410.0
17225,Uruguay,Male,65+,2011,9942.0
17228,Uruguay,Female,Total,2011,35954.0
17231,Uruguay,Female,15-24,2011,4426.0
17234,Uruguay,Female,25-54,2011,13306.0
17237,Uruguay,Female,55-64,2011,4459.0
17240,Uruguay,Female,65+,2011,13763.0
17243,Uruguay,Total,15+,2010,68268.0
17246,Uruguay,Total,15-64,2010,43464.0
17249,Uruguay,Total,15-24,2010,9775.0
17252,Uruguay,Total,25+,2010,58493.0
17255,Uruguay,Male,15+,2010,30075.0
17258,Uruguay,Male,15-64,2010,19238.0
17261,Uruguay,Male,15-24,2010,4630.0
17264,Uruguay,Male,25+,2010,25445.0
17267,Uruguay,Female,15+,2010,38193.0
17270,Uruguay,Female,15-64,2010,24226.0
17273,Uruguay,Female,15-24,2010,5145.0
17276,Uruguay,Female,25+,2010,33048.0
17279,Uruguay,Total,Total,2010,68268.0
17282,Uruguay,Total,15-24,2010,9775.0
17285,Uruguay,Total,25-54,2010,24214.0
17288,Uruguay,Total,55-64,2010,9475.0
17291,Uruguay,Total,65+,2010,24804.0
17294,Uruguay,Male,Total,2010,30075.0
17297,Uruguay,Male,15-24,2010,4630.0
17300,Uruguay,Male,25-54,2010,10341.0
17303,Uruguay,Male,55-64,2010,4267.0
17306,Uruguay,Male,65+,2010,10837.0
17309,Uruguay,Female,Total,2010,38193.0
17312,Uruguay,Female,15-24,2010,5145.0
17315,Uruguay,Female,25-54,2010,13873.0
17318,Uruguay,Female,55-64,2010,5208.0
17321,Uruguay,Female,65+,2010,13967.0
17324,Uruguay,Total,15+,2009,66766.0
17327,Uruguay,Total,15-64,2009,40900.0
17330,Uruguay,Total,15-24,2009,8502.0
17333,Uruguay,Total,25+,2009,58264.0
17336,Uruguay,Male,15+,2009,28519.0
17339,Uruguay,Male,15-64,2009,17709.0
17342,Uruguay,Male,15-24,2009,3955.0
17345,Uruguay,Male,25+,2009,24564.0
17348,Uruguay,Female,15+,2009,38247.0
17351,Uruguay,Female,15-64,2009,23191.0
17354,Uruguay,Female,15-24,2009,4547.0
17357,Uruguay,Female,25+,2009,33700.0
17360,Uruguay,Total,Total,2009,66766.0
17363,Uruguay,Total,15-24,2009,8502.0
17366,Uruguay,Total,25-54,2009,22020.0
17369,Uruguay,Total,55-64,2009,10378.0
17372,Uruguay,Total,65+,2009,25866.0
17375,Uruguay,Male,Total,2009,28519.0
17378,Uruguay,Male,15-24,2009,3955.0
17381,Uruguay,Male,25-54,2009,9679.0
17384,Uruguay,Male,55-64,2009,4075.0
17387,Uruguay,Male,65+,2009,10810.0
17390,Uruguay,Female,Total,2009,38247.0
17393,Uruguay,Female,15-24,2009,4547.0
17396,Uruguay,Female,25-54,2009,12341.0
17399,Uruguay,Female,55-64,2009,6303.0
17402,Uruguay,Female,65+,2009,15056.0
17405,Uruguay,Total,15+,2008,64274.0
17408,Uruguay,Total,15-64,2008,37591.0
17411,Uruguay,Total,15-24,2008,8377.0
17414,Uruguay,Total,25+,2008,55897.0
17417,Uruguay,Male,15+,2008,28418.0
17420,Uruguay,Male,15-64,2008,16719.0
17423,Uruguay,Male,15-24,2008,4094.0000000000005
17426,Uruguay,Male,25+,2008,24324.0
17429,Uruguay,Female,15+,2008,35856.0
17432,Uruguay,Female,15-64,2008,20872.0
17435,Uruguay,Female,15-24,2008,4283.0
17438,Uruguay,Female,25+,2008,31573.0
17441,Uruguay,Total,Total,2008,64274.0
17444,Uruguay,Total,15-24,2008,8377.0
17447,Uruguay,Total,25-54,2008,19760.0
17450,Uruguay,Total,55-64,2008,9454.0
17453,Uruguay,Total,65+,2008,26683.0
17456,Uruguay,Male,Total,2008,28418.0
17459,Uruguay,Male,15-24,2008,4094.0000000000005
17462,Uruguay,Male,25-54,2008,8641.0
17465,Uruguay,Male,55-64,2008,3984.0
17468,Uruguay,Male,65+,2008,11699.0
17471,Uruguay,Female,Total,2008,35856.0
17474,Uruguay,Female,15-24,2008,4283.0
17477,Uruguay,Female,25-54,2008,11119.0
17480,Uruguay,Female,55-64,2008,5470.0
17483,Uruguay,Female,65+,2008,14984.0
17486,Uruguay,Total,15+,2007,66338.0
17490,Uruguay,Total,15-64,2007,39259.0
17493,Uruguay,Total,15-24,2007,8770.0
17497,Uruguay,Total,25+,2007,57568.0
17501,Uruguay,Male,15+,2007,29198.0
17505,Uruguay,Male,15-64,2007,17753.0
17508,Uruguay,Male,15-24,2007,4293.0
17511,Uruguay,Male,25+,2007,24905.0
17515,Uruguay,Female,15+,2007,37140.0
17519,Uruguay,Female,15-64,2007,21506.0
17522,Uruguay,Female,15-24,2007,4477.0
17526,Uruguay,Female,25+,2007,32662.999999999996
17530,Uruguay,Total,Total,2007,66338.0
17534,Uruguay,Total,15-24,2007,8770.0
17538,Uruguay,Total,25-54,2007,20625.0
17542,Uruguay,Total,55-64,2007,9864.0
17545,Uruguay,Total,65+,2007,27079.0
17549,Uruguay,Male,Total,2007,29198.0
17553,Uruguay,Male,15-24,2007,4293.0
17556,Uruguay,Male,25-54,2007,9027.0
17560,Uruguay,Male,55-64,2007,4433.0
17563,Uruguay,Male,65+,2007,11445.0
17566,Uruguay,Female,Total,2007,37140.0
17570,Uruguay,Female,15-24,2007,4477.0
17574,Uruguay,Female,25-54,2007,11598.0
17578,Uruguay,Female,55-64,2007,5431.0
17581,Uruguay,Female,65+,2007,15634.0
17585,United States,Total,15+,2022,49227006.0
17588,United States,Total,15-64,2022,40414270.0
17591,United States,Total,15-24,2022,3792639.0
17594,United States,Total,25+,2022,45434367.0
17597,United States,Male,15+,2022,23944575.0
17600,United States,Male,15-64,2022,20024700.0
17603,United States,Male,15-24,2022,1925566.0
17606,United States,Male,25+,2022,22019009.0
17609,United States,Female,15+,2022,25282430.0
17612,United States,Female,15-64,2022,20389570.0
17615,United States,Female,15-24,2022,1867073.0
17618,United States,Female,25+,2022,23415357.0
17621,United States,Total,Total,2022,49227006.0
17624,United States,Total,15-24,2022,3792639.0
17627,United States,Total,25-54,2022,28532501.0
17630,United States,Total,55-64,2022,8089130.0
17633,United States,Total,65+,2022,8812736.0
17636,United States,Male,Total,2022,23944575.0
17639,United States,Male,15-24,2022,1925566.0
17642,United States,Male,25-54,2022,14193832.0
17645,United States,Male,55-64,2022,3905302.0
17648,United States,Male,65+,2022,3919876.0
17651,United States,Female,Total,2022,25282430.0
17654,United States,Female,15-24,2022,1867073.0
17657,United States,Female,25-54,2022,14338669.0
17660,United States,Female,55-64,2022,4183828.0000000005
17663,United States,Female,65+,2022,4892860.0
17666,United States,Total,15+,2021,47179838.0
17669,United States,Total,15-64,2021,38627219.0
17672,United States,Total,15-24,2021,3523621.0
17675,United States,Total,25+,2021,43656218.0
17678,United States,Male,15+,2021,22767556.0
17681,United States,Male,15-64,2021,19023362.0
17684,United States,Male,15-24,2021,1781419.0
17687,United States,Male,25+,2021,20986137.0
17690,United States,Female,15+,2021,24412282.0
17693,United States,Female,15-64,2021,19603857.0
17696,United States,Female,15-24,2021,1742202.0
17699,United States,Female,25+,2021,22670081.0
17702,United States,Total,Total,2021,47179838.0
17705,United States,Total,15-24,2021,3523621.0
17708,United States,Total,25-54,2021,27387624.0
17711,United States,Total,55-64,2021,7715974.0
17714,United States,Total,65+,2021,8552619.0
17717,United States,Male,Total,2021,22767556.0
17720,United States,Male,15-24,2021,1781419.0
17723,United States,Male,25-54,2021,13555239.0
17726,United States,Male,55-64,2021,3686704.0
17729,United States,Male,65+,2021,3744194.0
17732,United States,Female,Total,2021,24412282.0
17735,United States,Female,15-24,2021,1742202.0
17738,United States,Female,25-54,2021,13832385.0
17741,United States,Female,55-64,2021,4029270.0
17744,United States,Female,65+,2021,4808425.0
17747,United States,Total,15+,2020,46490175.0
17750,United States,Total,15-64,2020,38376158.0
17753,United States,Total,15-24,2020,3577127.0
17756,United States,Total,25+,2020,42913048.0
17759,United States,Male,15+,2020,22390064.0
17762,United States,Male,15-64,2020,18902660.0
17765,United States,Male,15-24,2020,1816765.0
17768,United States,Male,25+,2020,20573299.0
17771,United States,Female,15+,2020,24100111.0
17774,United States,Female,15-64,2020,19473497.0
17777,United States,Female,15-24,2020,1760362.0
17780,United States,Female,25+,2020,22339749.0
17783,United States,Total,Total,2020,46490175.0
17786,United States,Total,15-24,2020,3577127.0
17789,United States,Total,25-54,2020,27267052.0
17792,United States,Total,55-64,2020,7531978.0
17795,United States,Total,65+,2020,8114017.0
17798,United States,Male,Total,2020,22390064.0
17801,United States,Male,15-24,2020,1816765.0
17804,United States,Male,25-54,2020,13477944.0
17807,United States,Male,55-64,2020,3607951.0
17810,United States,Male,65+,2020,3487404.0
17813,United States,Female,Total,2020,24100111.0
17816,United States,Female,15-24,2020,1760362.0
17819,United States,Female,25-54,2020,13789108.0
17822,United States,Female,55-64,2020,3924028.0
17825,United States,Female,65+,2020,4626614.0
17828,United States,Total,15+,2019,47118184.0
17831,United States,Total,15-64,2019,39200416.0
17834,United States,Total,15-24,2019,3762890.0
17837,United States,Total,25+,2019,43355293.0
17840,United States,Male,15+,2019,22802633.0
17843,United States,Male,15-64,2019,19416543.0
17846,United States,Male,15-24,2019,1937729.0
17849,United States,Male,25+,2019,20864904.0
17852,United States,Female,15+,2019,24315550.0
17855,United States,Female,15-64,2019,19783873.0
17858,United States,Female,15-24,2019,1825162.0
17861,United States,Female,25+,2019,22490389.0
17864,United States,Total,Total,2019,47118184.0
17867,United States,Total,15-24,2019,3762890.0
17870,United States,Total,25-54,2019,28037377.0
17873,United States,Total,55-64,2019,7400149.0
17876,United States,Total,65+,2019,7917767.0
17879,United States,Male,Total,2019,22802633.0
17882,United States,Male,15-24,2019,1937729.0
17885,United States,Male,25-54,2019,13926908.0
17888,United States,Male,55-64,2019,3551906.0
17891,United States,Male,65+,2019,3386090.0
17894,United States,Female,Total,2019,24315550.0
17897,United States,Female,15-24,2019,1825162.0
17900,United States,Female,25-54,2019,14110469.0
17903,United States,Female,55-64,2019,3848242.0
17906,United States,Female,65+,2019,4531678.0
17909,United States,Total,15+,2018,47103890.0
17912,United States,Total,15-64,2018,39552361.0
17915,United States,Total,15-24,2018,3907831.0
17918,United States,Total,25+,2018,43196058.0
17921,United States,Male,15+,2018,22765845.0
17924,United States,Male,15-64,2018,19540298.0
17927,United States,Male,15-24,2018,1997091.0
17930,United States,Male,25+,2018,20768754.0
17933,United States,Female,15+,2018,24338045.0
17936,United States,Female,15-64,2018,20012063.0
17939,United States,Female,15-24,2018,1910741.0
17942,United States,Female,25+,2018,22427304.0
17945,United States,Total,Total,2018,47103890.0
17948,United States,Total,15-24,2018,3907831.0
17951,United States,Total,25-54,2018,28378262.0
17954,United States,Total,55-64,2018,7266268.0
17957,United States,Total,65+,2018,7551529.0
17960,United States,Male,Total,2018,22765845.0
17963,United States,Male,15-24,2018,1997091.0
17966,United States,Male,25-54,2018,14088998.0
17969,United States,Male,55-64,2018,3454209.0
17972,United States,Male,65+,2018,3225547.0
17975,United States,Female,Total,2018,24338045.0
17978,United States,Female,15-24,2018,1910741.0
17981,United States,Female,25-54,2018,14289264.0
17984,United States,Female,55-64,2018,3812058.0
17987,United States,Female,65+,2018,4325982.0
17990,United States,Total,15+,2017,45479347.0
17993,United States,Total,15-64,2017,38420592.0
17996,United States,Total,15-24,2017,4020397.0
17999,United States,Total,25+,2017,41458950.0
18002,United States,Male,15+,2017,21994826.0
18005,United States,Male,15-64,2017,18959816.0
18008,United States,Male,15-24,2017,2064413.0
18011,United States,Male,25+,2017,19930413.0
18014,United States,Female,15+,2017,23484521.0
18017,United States,Female,15-64,2017,19460776.0
18020,United States,Female,15-24,2017,1955984.0
18023,United States,Female,25+,2017,21528536.0
18026,United States,Total,Total,2017,45479347.0
18029,United States,Total,15-24,2017,4020397.0
18032,United States,Total,25-54,2017,27596927.0
18035,United States,Total,55-64,2017,6803267.0
18038,United States,Total,65+,2017,7058756.0
18041,United States,Male,Total,2017,21994826.0
18044,United States,Male,15-24,2017,2064413.0
18047,United States,Male,25-54,2017,13620912.0
18050,United States,Male,55-64,2017,3274491.0
18053,United States,Male,65+,2017,3035010.0
18056,United States,Female,Total,2017,23484521.0
18059,United States,Female,15-24,2017,1955984.0
18062,United States,Female,25-54,2017,13976015.0
18065,United States,Female,55-64,2017,3528777.0
18068,United States,Female,65+,2017,4023745.0
18071,United States,Total,15+,2016,45205227.0
18074,United States,Total,15-64,2016,38251891.0
18077,United States,Total,15-24,2016,4137801.9999999995
18080,United States,Total,25+,2016,41067425.0
18083,United States,Male,15+,2016,21931444.0
18086,United States,Male,15-64,2016,18939362.0
18089,United States,Male,15-24,2016,2141498.0
18092,United States,Male,25+,2016,19789946.0
18095,United States,Female,15+,2016,23273783.0
18098,United States,Female,15-64,2016,19312529.0
18101,United States,Female,15-24,2016,1996304.0
18104,United States,Female,25+,2016,21277479.0
18107,United States,Total,Total,2016,45205227.0
18110,United States,Total,15-24,2016,4137801.9999999995
18113,United States,Total,25-54,2016,27452530.0
18116,United States,Total,55-64,2016,6661559.0
18119,United States,Total,65+,2016,6953336.0
18122,United States,Male,Total,2016,21931444.0
18125,United States,Male,15-24,2016,2141498.0
18128,United States,Male,25-54,2016,13614044.0
18131,United States,Male,55-64,2016,3183821.0
18134,United States,Male,65+,2016,2992082.0
18137,United States,Female,Total,2016,23273783.0
18140,United States,Female,15-24,2016,1996304.0
18143,United States,Female,25-54,2016,13838486.0
18146,United States,Female,55-64,2016,3477738.0
18149,United States,Female,65+,2016,3961254.0
18152,United States,Total,15+,2015,44010989.0
18155,United States,Total,15-64,2015,37454230.0
18158,United States,Total,15-24,2015,4053637.0
18161,United States,Total,25+,2015,39957352.0
18164,United States,Male,15+,2015,21314379.0
18167,United States,Male,15-64,2015,18536910.0
18170,United States,Male,15-24,2015,2048775.0
18173,United States,Male,25+,2015,19265605.0
18176,United States,Female,15+,2015,22696609.0
18179,United States,Female,15-64,2015,18917320.0
18182,United States,Female,15-24,2015,2004862.0
18185,United States,Female,25+,2015,20691747.0
18188,United States,Total,Total,2015,44010989.0
18191,United States,Total,15-24,2015,4053637.0
18194,United States,Total,25-54,2015,26949564.0
18197,United States,Total,55-64,2015,6451029.0
18200,United States,Total,65+,2015,6556759.0
18203,United States,Male,Total,2015,21314379.0
18206,United States,Male,15-24,2015,2048775.0
18209,United States,Male,25-54,2015,13414277.0
18212,United States,Male,55-64,2015,3073859.0
18215,United States,Male,65+,2015,2777469.0
18218,United States,Female,Total,2015,22696609.0
18221,United States,Female,15-24,2015,2004862.0
18224,United States,Female,25-54,2015,13535287.0
18227,United States,Female,55-64,2015,3377170.0
18230,United States,Female,65+,2015,3779290.0
18233,United States,Total,15+,2014,42574171.0
18236,United States,Total,15-64,2014,36481331.0
18239,United States,Total,15-24,2014,3941912.0
18242,United States,Total,25+,2014,38632259.0
18245,United States,Male,15+,2014,20685118.0
18248,United States,Male,15-64,2014,18105670.0
18251,United States,Male,15-24,2014,2099620.0
18254,United States,Male,25+,2014,18585497.0
18257,United States,Female,15+,2014,21889053.0
18260,United States,Female,15-64,2014,18375661.0
18263,United States,Female,15-24,2014,1842292.0
18266,United States,Female,25+,2014,20046761.0
18269,United States,Total,Total,2014,42574171.0
18272,United States,Total,15-24,2014,3941912.0
18275,United States,Total,25-54,2014,26372078.0
18278,United States,Total,55-64,2014,6167341.0
18281,United States,Total,65+,2014,6092839.0
18284,United States,Male,Total,2014,20685118.0
18287,United States,Male,15-24,2014,2099620.0
18290,United States,Male,25-54,2014,13067210.0
18293,United States,Male,55-64,2014,2938840.0
18296,United States,Male,65+,2014,2579447.0
18299,United States,Female,Total,2014,21889053.0
18302,United States,Female,15-24,2014,1842292.0
18305,United States,Female,25-54,2014,13304868.0
18308,United States,Female,55-64,2014,3228501.0
18311,United States,Female,65+,2014,3513392.0
18314,United States,Total,15+,2013,41725820.0
18317,United States,Total,15-64,2013,35982861.0
18320,United States,Total,15-24,2013,4131363.0000000005
18323,United States,Total,25+,2013,37594457.0
18326,United States,Male,15+,2013,20201491.0
18329,United States,Male,15-64,2013,17760577.0
18332,United States,Male,15-24,2013,2165856.0
18335,United States,Male,25+,2013,18035636.0
18338,United States,Female,15+,2013,21524329.0
18341,United States,Female,15-64,2013,18222284.0
18344,United States,Female,15-24,2013,1965507.0
18347,United States,Female,25+,2013,19558821.0
18350,United States,Total,Total,2013,41725820.0
18353,United States,Total,15-24,2013,4131363.0000000005
18356,United States,Total,25-54,2013,26009342.0
18359,United States,Total,55-64,2013,5842157.0
18362,United States,Total,65+,2013,5742959.0
18365,United States,Male,Total,2013,20201491.0
18368,United States,Male,15-24,2013,2165856.0
18371,United States,Male,25-54,2013,12830449.0
18374,United States,Male,55-64,2013,2764272.0
18377,United States,Male,65+,2013,2440915.0
18380,United States,Female,Total,2013,21524329.0
18383,United States,Female,15-24,2013,1965507.0
18386,United States,Female,25-54,2013,13178893.0
18389,United States,Female,55-64,2013,3077884.0
18392,United States,Female,65+,2013,3302045.0
18395,United States,Total,15+,2012,41392317.0
18398,United States,Total,15-64,2012,35723753.0
18401,United States,Total,15-24,2012,4155618.9999999995
18404,United States,Total,25+,2012,37236698.0
18407,United States,Male,15+,2012,20112815.0
18410,United States,Male,15-64,2012,17739017.0
18413,United States,Male,15-24,2012,2191279.0
18416,United States,Male,25+,2012,17921536.0
18419,United States,Female,15+,2012,21279502.0
18422,United States,Female,15-64,2012,17984736.0
18425,United States,Female,15-24,2012,1964341.0
18428,United States,Female,25+,2012,19315162.0
18431,United States,Total,Total,2012,41392317.0
18434,United States,Total,15-24,2012,4155618.9999999995
18437,United States,Total,25-54,2012,25926093.0
18440,United States,Total,55-64,2012,5642041.0
18443,United States,Total,65+,2012,5668563.0
18446,United States,Male,Total,2012,20112815.0
18449,United States,Male,15-24,2012,2191279.0
18452,United States,Male,25-54,2012,12863811.0
18455,United States,Male,55-64,2012,2683927.0
18458,United States,Male,65+,2012,2373798.0
18461,United States,Female,Total,2012,21279502.0
18464,United States,Female,15-24,2012,1964341.0
18467,United States,Female,25-54,2012,13062282.0
18470,United States,Female,55-64,2012,2958114.0
18473,United States,Female,65+,2012,3294766.0
18476,United States,Total,15+,2011,39926120.0
18479,United States,Total,15-64,2011,34461310.0
18482,United States,Total,15-24,2011,4027462.0
18485,United States,Total,25+,2011,35898658.0
18488,United States,Male,15+,2011,19775877.0
18491,United States,Male,15-64,2011,17475553.0
18494,United States,Male,15-24,2011,2137226.0
18497,United States,Male,25+,2011,17638650.0
18500,United States,Female,15+,2011,20150243.0
18503,United States,Female,15-64,2011,16985757.0
18506,United States,Female,15-24,2011,1890236.0
18509,United States,Female,25+,2011,18260008.0
18512,United States,Total,Total,2011,39926120.0
18515,United States,Total,15-24,2011,4027462.0
18518,United States,Total,25-54,2011,25139758.0
18521,United States,Total,55-64,2011,5294090.0
18524,United States,Total,65+,2011,5464810.0
18527,United States,Male,Total,2011,19775877.0
18530,United States,Male,15-24,2011,2137226.0
18533,United States,Male,25-54,2011,12799055.0
18536,United States,Male,55-64,2011,2539272.0
18539,United States,Male,65+,2011,2300323.0
18542,United States,Female,Total,2011,20150243.0
18545,United States,Female,15-24,2011,1890236.0
18548,United States,Female,25-54,2011,12340703.0
18551,United States,Female,55-64,2011,2754819.0
18554,United States,Female,65+,2011,3164487.0
18557,United States,Total,15+,2010,39406166.0
18560,United States,Total,15-64,2010,34218694.0
18563,United States,Total,15-24,2010,3979128.0
18566,United States,Total,25+,2010,35427038.0
18569,United States,Male,15+,2010,19605077.0
18572,United States,Male,15-64,2010,17428399.0
18575,United States,Male,15-24,2010,2082039.0000000002
18578,United States,Male,25+,2010,17523037.0
18581,United States,Female,15+,2010,19801090.0
18584,United States,Female,15-64,2010,16790294.0
18587,United States,Female,15-24,2010,1897089.0
18590,United States,Female,25+,2010,17904000.0
18593,United States,Total,Total,2010,39406166.0
18596,United States,Total,15-24,2010,3979128.0
18599,United States,Total,25-54,2010,25168541.0
18602,United States,Total,55-64,2010,5071024.0
